# header 	Uncorrected len	N (%)	len	GC (%)
>GPLIN_000796500	456	0.0	456	0.485
>GPLIN_000796600	462	0.0	462	0.509
>GPLIN_000796700	261	0.0	261	0.421
>GPLIN_001496700	1020	0.0	1020	0.472
>GPLIN_001496800	1413	0.0	1413	0.487
>GPLIN_001496900	1359	0.0	1359	0.503
>GPLIN_000796800	2112	0.0	2112	0.467
>GPLIN_000796900	1494	0.0	1494	0.448
>GPLIN_000797000	1167	0.0	1167	0.502
>GPLIN_000797100	636	0.0	636	0.503
>GPLIN_000797300	1884	0.0	1884	0.5
>GPLIN_000797400	456	0.0	456	0.539
>GPLIN_000797500	546	0.0	546	0.672
>GPLIN_000797600	1002	0.0	1002	0.52
>GPLIN_000797700	2688	0.0	2688	0.536
>GPLIN_000797800	2043	0.0	2043	0.552
>GPLIN_000797900	1053	0.0	1053	0.512
>GPLIN_000798000	1323	0.0	1323	0.528
>GPLIN_000798100	2949	0.0	2949	0.498
>GPLIN_000798200	435	0.0	435	0.386
>GPLIN_000798300	597	0.0	597	0.476
>GPLIN_000798400	360	0.0	360	0.658
>GPLIN_000798500	1776	0.0	1776	0.465
>GPLIN_000798600	267	0.0	267	0.494
>GPLIN_000798700	240	0.0	240	0.571
>GPLIN_000798800	501	0.0	501	0.529
>GPLIN_000798900	537	0.0	537	0.542
>GPLIN_001497000	63	0.0	63	0.603
>GPLIN_001497100	633	0.0	633	0.577
>GPLIN_001497200	162	0.0	162	0.556
>GPLIN_001497300	765	0.0	765	0.446
>GPLIN_001497400	228	0.0	228	0.509
>GPLIN_001497500	525	0.0	525	0.566
>GPLIN_001497600	2016	0.0	2016	0.522
>GPLIN_000799000	696	0.0	696	0.566
>GPLIN_001497700	1173	0.0	1173	0.553
>GPLIN_001497800	240	0.0	240	0.533
>GPLIN_001497900	1614	0.0	1614	0.519
>GPLIN_001498000	1572	0.0	1572	0.493
>GPLIN_001498100	417	0.0	417	0.489
>GPLIN_000799100	621	0.0	621	0.494
>GPLIN_000799200	1617	0.0	1617	0.486
>GPLIN_000799300	1056	0.0	1056	0.468
>GPLIN_000799400	1059	0.0	1059	0.459
>GPLIN_000799500	561	0.0	561	0.433
>GPLIN_000799600	468	0.0	468	0.491
>GPLIN_000799700	411	0.0	411	0.538
>GPLIN_000799800	831	0.0	831	0.471
>GPLIN_001498200	1863	0.0	1863	0.444
>GPLIN_001498300	882	0.0	882	0.499
>GPLIN_001498400	846	0.0	846	0.579
>GPLIN_000799900	243	0.0	243	0.473
>GPLIN_000800000	2415	0.0	2415	0.46
>GPLIN_000800100	1188	0.0	1188	0.483
>GPLIN_000800200	342	0.0	342	0.468
>GPLIN_000800300	759	0.0	759	0.452
>GPLIN_000800400	858	0.0	858	0.467
>GPLIN_000800500	1389	0.0	1389	0.514
>GPLIN_000800600	567	0.0	567	0.43
>GPLIN_000800700	555	0.0	555	0.627
>GPLIN_000800800	291	0.0	291	0.485
>GPLIN_000800900	594	0.0	594	0.439
>GPLIN_000801000	789	0.0	789	0.454
>GPLIN_000801100	756	0.0	756	0.426
>GPLIN_000801200	960	0.0	960	0.445
>GPLIN_000801300	504	0.0	504	0.464
>GPLIN_000801400	876	0.00114	875	0.485
>GPLIN_000801500	354	0.0	354	0.404
>GPLIN_000801600	1530	0.0	1530	0.438
>GPLIN_000801700	576	0.0	576	0.439
>GPLIN_000801800	264	0.0	264	0.451
>GPLIN_000801900	474	0.0	474	0.422
>GPLIN_000802000	657	0.0	657	0.464
>GPLIN_000802100	627	0.0	627	0.421
>GPLIN_001498500	1182	0.0	1182	0.465
>GPLIN_001498600	348	0.0	348	0.474
>GPLIN_001498700	405	0.0	405	0.459
>GPLIN_001498800	261	0.0	261	0.494
>GPLIN_001498900	606	0.0	606	0.573
>GPLIN_001499000	891	0.0	891	0.576
>GPLIN_000802200	1611	0.0	1611	0.44
>GPLIN_000802300	480	0.0	480	0.481
>GPLIN_000802400	477	0.0	477	0.455
>GPLIN_000802500	381	0.0	381	0.472
>GPLIN_000802600	213	0.0	213	0.728
>GPLIN_000802700	3624	0.0	3624	0.551
>GPLIN_000802800	285	0.0	285	0.442
>GPLIN_000802900	906	0.0	906	0.47
>GPLIN_000803000	471	0.0	471	0.537
>GPLIN_000803100	348	0.0	348	0.474
>GPLIN_000803200	990	0.0	990	0.466
>GPLIN_000803300	579	0.0	579	0.423
>GPLIN_000803400	240	0.0	240	0.487
>GPLIN_000803500	456	0.0	456	0.502
>GPLIN_000803600	648	0.0	648	0.494
>GPLIN_000803700	1509	0.0	1509	0.523
>GPLIN_001499100	486	0.0	486	0.533
>GPLIN_001499200	1095	0.0	1095	0.521
>GPLIN_001499300	831	0.0	831	0.546
>GPLIN_001499400	837	0.0	837	0.472
>GPLIN_000803800	1533	0.000652	1532	0.504
>GPLIN_000803900	750	0.0	750	0.595
>GPLIN_000804000	552	0.0	552	0.473
>GPLIN_000804100	936	0.0	936	0.427
>GPLIN_000804200	537	0.0	537	0.521
>GPLIN_000804300	618	0.0	618	0.513
>GPLIN_000804400	4647	0.0	4647	0.487
>GPLIN_000804500	597	0.0	597	0.479
>GPLIN_000804600	384	0.0	384	0.466
>GPLIN_000804700	222	0.0	222	0.545
>GPLIN_000804800	222	0.0	222	0.527
>GPLIN_000804900	942	0.00106	941	0.565
>GPLIN_000805000	933	0.0	933	0.562
>GPLIN_000805100	1383	0.0	1383	0.544
>GPLIN_000805200	306	0.0	306	0.507
>GPLIN_000805300	351	0.0	351	0.504
>GPLIN_000805400	423	0.0	423	0.527
>GPLIN_000805500	312	0.0	312	0.481
>GPLIN_001499500	1491	0.0	1491	0.539
>GPLIN_001499600	558	0.0	558	0.536
>GPLIN_001499700	249	0.0	249	0.55
>GPLIN_001499800	936	0.0	936	0.626
>GPLIN_001499900	762	0.0	762	0.476
>GPLIN_000805600	321	0.0	321	0.586
>GPLIN_000805700	828	0.0	828	0.478
>GPLIN_000805800	489	0.0	489	0.358
>GPLIN_000805900	669	0.0	669	0.405
>GPLIN_000806000	3198	0.0	3198	0.552
>GPLIN_000806100	531	0.0	531	0.412
>GPLIN_000806200	369	0.0	369	0.39
>GPLIN_000806300	927	0.0	927	0.453
>GPLIN_000806400	1626	0.0	1626	0.399
>GPLIN_000806500	954	0.0	954	0.515
>GPLIN_000806600	303	0.0	303	0.304
>GPLIN_000806700	2481	0.0	2481	0.455
>GPLIN_000806800	1041	0.0	1041	0.464
>GPLIN_000806900	1140	0.000877	1139	0.598
>GPLIN_000807000	606	0.0	606	0.45
>GPLIN_000807100	978	0.0	978	0.458
>GPLIN_000807200	1299	0.0	1299	0.448
>GPLIN_001500000	918	0.0	918	0.609
>GPLIN_001500100	147	0.0	147	0.558
>GPLIN_001500200	591	0.0	591	0.516
>GPLIN_001500300	810	0.0	810	0.509
>GPLIN_000807300	231	0.0	231	0.55
>GPLIN_000807400	1182	0.0	1182	0.433
>GPLIN_000807500	699	0.0	699	0.498
>GPLIN_000807600	246	0.0	246	0.459
>GPLIN_000807700	219	0.0	219	0.516
>GPLIN_000807800	219	0.0	219	0.516
>GPLIN_000807900	507	0.0	507	0.544
>GPLIN_000808000	540	0.0	540	0.541
>GPLIN_000808100	363	0.0	363	0.587
>GPLIN_000808200	792	0.0	792	0.636
>GPLIN_000808300	378	0.0	378	0.545
>GPLIN_000808400	540	0.0	540	0.531
>GPLIN_000808500	756	0.0	756	0.56
>GPLIN_000808600	1002	0.0	1002	0.474
>GPLIN_000808700	426	0.0	426	0.575
>GPLIN_000808800	450	0.0	450	0.433
>GPLIN_000808900	2355	0.0	2355	0.522
>GPLIN_000809000	888	0.0	888	0.569
>GPLIN_000809100	912	0.0	912	0.595
>GPLIN_000809200	801	0.0	801	0.553
>GPLIN_001500400	222	0.0	222	0.532
>GPLIN_001500500	177	0.0	177	0.469
>GPLIN_001500600	1761	0.0	1761	0.487
>GPLIN_001500700	180	0.0	180	0.483
>GPLIN_001500800	291	0.0	291	0.433
>GPLIN_000809300	486	0.0	486	0.461
>GPLIN_000809400	609	0.0	609	0.458
>GPLIN_000809500	1092	0.0	1092	0.543
>GPLIN_000809600	870	0.0	870	0.54
>GPLIN_000809700	321	0.0	321	0.517
>GPLIN_000809800	954	0.0	954	0.496
>GPLIN_000809900	2523	0.0	2523	0.472
>GPLIN_000810000	1074	0.0	1074	0.502
>GPLIN_000810100	600	0.0	600	0.522
>GPLIN_000810200	819	0.0	819	0.449
>GPLIN_000810300	1017	0.0	1017	0.463
>GPLIN_000810400	1098	0.0	1098	0.515
>GPLIN_000810500	1365	0.0	1365	0.549
>GPLIN_000810600	546	0.0	546	0.527
>GPLIN_000810700	618	0.0	618	0.576
>GPLIN_000810800	1065	0.0	1065	0.551
>GPLIN_000810900	1053	0.0	1053	0.514
>GPLIN_000811000	780	0.0	780	0.554
>GPLIN_000811100	1449	0.0	1449	0.475
>GPLIN_000811200	204	0.0	204	0.456
>GPLIN_001500900	540	0.0	540	0.506
>GPLIN_001501000	192	0.0	192	0.448
>GPLIN_001501100	1086	0.0	1086	0.631
>GPLIN_000158500	570	0.0	570	0.6
>GPLIN_000158600	423	0.0	423	0.513
>GPLIN_000158700	1014	0.0	1014	0.522
>GPLIN_000158800	1869	0.0	1869	0.498
>GPLIN_000158900	222	0.0	222	0.563
>GPLIN_000159000	1956	0.0	1956	0.524
>GPLIN_000159100	324	0.0	324	0.562
>GPLIN_000159200	1059	0.0	1059	0.492
>GPLIN_000159300	462	0.0	462	0.571
>GPLIN_000159400	2025	0.0	2025	0.581
>GPLIN_000159500	2820	0.0	2820	0.525
>GPLIN_000159600	1551	0.0	1551	0.556
>GPLIN_000159700	912	0.0	912	0.565
>GPLIN_000159800	1359	0.0	1359	0.507
>GPLIN_000159900	966	0.0	966	0.551
>GPLIN_000160000	12978	0.0	12978	0.479
>GPLIN_000160100	789	0.0	789	0.511
>GPLIN_000160200	1002	0.0	1002	0.499
>GPLIN_000160400	1791	0.0	1791	0.499
>GPLIN_000160500	915	0.0	915	0.556
>GPLIN_000160600	525	0.0	525	0.552
>GPLIN_000160700	2478	0.000404	2477	0.532
>GPLIN_000160900	549	0.0	549	0.494
>GPLIN_000161000	654	0.0	654	0.566
>GPLIN_000161100	2748	0.0	2748	0.596
>GPLIN_000161200	621	0.0	621	0.491
>GPLIN_000161300	3693	0.0	3693	0.568
>GPLIN_000161400	1959	0.0	1959	0.572
>GPLIN_000161500	252	0.0	252	0.508
>GPLIN_000161600	1503	0.0	1503	0.565
>GPLIN_000161700	927	0.0	927	0.517
>GPLIN_000161800	1365	0.0	1365	0.529
>GPLIN_000161900	834	0.0	834	0.45
>GPLIN_000162000	1371	0.0	1371	0.458
>GPLIN_000162100	1518	0.0	1518	0.489
>GPLIN_000162200	699	0.0	699	0.526
>GPLIN_000162300	753	0.0	753	0.487
>GPLIN_000162400	1404	0.0	1404	0.571
>GPLIN_000162500	261	0.0	261	0.525
>GPLIN_000162600	573	0.0	573	0.45
>GPLIN_000811400	420	0.0	420	0.479
>GPLIN_000811500	753	0.0	753	0.475
>GPLIN_000811600	1251	0.000799	1250	0.458
>GPLIN_000811700	756	0.00132	755	0.517
>GPLIN_000811800	1272	0.0	1272	0.528
>GPLIN_000811900	4677	0.0	4677	0.488
>GPLIN_000812000	2628	0.000381	2627	0.544
>GPLIN_000812100	366	0.0	366	0.497
>GPLIN_001501200	648	0.0	648	0.475
>GPLIN_001501300	840	0.0	840	0.523
>GPLIN_000812200	255	0.0	255	0.588
>GPLIN_000812300	1578	0.0	1578	0.455
>GPLIN_000812400	384	0.0	384	0.438
>GPLIN_000812500	450	0.0	450	0.453
>GPLIN_000812600	261	0.0	261	0.579
>GPLIN_000812700	420	0.0	420	0.498
>GPLIN_000812800	528	0.0	528	0.47
>GPLIN_000812900	738	0.00136	737	0.441
>GPLIN_000813000	225	0.0	225	0.636
>GPLIN_000813100	489	0.0	489	0.438
>GPLIN_000813200	378	0.0	378	0.545
>GPLIN_000813300	867	0.0	867	0.411
>GPLIN_000813400	576	0.0	576	0.389
>GPLIN_000813500	4635	0.0	4635	0.43
>GPLIN_000813600	1479	0.0	1479	0.529
>GPLIN_001501400	348	0.0	348	0.606
>GPLIN_001501500	819	0.0	819	0.371
>GPLIN_001501600	804	0.0	804	0.471
>GPLIN_001501700	273	0.0	273	0.524
>GPLIN_001501800	954	0.0	954	0.513
>GPLIN_001501900	726	0.0	726	0.556
>GPLIN_000813700	246	0.0	246	0.496
>GPLIN_000813800	1038	0.0	1038	0.425
>GPLIN_000813900	1881	0.0	1881	0.518
>GPLIN_001502000	1323	0.0	1323	0.512
>GPLIN_001502100	525	0.0	525	0.589
>GPLIN_000814000	642	0.0	642	0.495
>GPLIN_000814100	642	0.0	642	0.489
>GPLIN_000814200	1566	0.0	1566	0.403
>GPLIN_000814300	807	0.0	807	0.502
>GPLIN_000814400	924	0.0	924	0.482
>GPLIN_000814500	714	0.0	714	0.473
>GPLIN_000814600	483	0.0	483	0.491
>GPLIN_000814700	1923	0.0	1923	0.397
>GPLIN_000814800	1377	0.0	1377	0.505
>GPLIN_000814900	2040	0.0	2040	0.5
>GPLIN_000815000	789	0.0	789	0.513
>GPLIN_001502200	1026	0.0	1026	0.62
>GPLIN_001502300	411	0.0	411	0.477
>GPLIN_001502400	264	0.0	264	0.538
>GPLIN_000815100	1452	0.0	1452	0.496
>GPLIN_000815200	543	0.0	543	0.547
>GPLIN_000815300	225	0.0	225	0.484
>GPLIN_000815400	312	0.0	312	0.439
>GPLIN_000815500	1278	0.0	1278	0.48
>GPLIN_000815600	1077	0.0	1077	0.493
>GPLIN_000815700	807	0.0	807	0.481
>GPLIN_000815800	1032	0.0	1032	0.512
>GPLIN_000815900	420	0.0	420	0.555
>GPLIN_000816000	1047	0.0	1047	0.543
>GPLIN_000816100	1440	0.0	1440	0.56
>GPLIN_000816200	6165	0.0	6165	0.521
>GPLIN_000816300	411	0.0	411	0.555
>GPLIN_000816400	1878	0.0	1878	0.498
>GPLIN_000816500	1155	0.0	1155	0.448
>GPLIN_000816600	522	0.0	522	0.521
>GPLIN_000816700	663	0.0	663	0.522
>GPLIN_000816800	2343	0.0	2343	0.581
>GPLIN_000816900	759	0.0	759	0.466
>GPLIN_000817000	2445	0.0	2445	0.499
>GPLIN_000817200	543	0.0	543	0.449
>GPLIN_000817300	1473	0.0	1473	0.478
>GPLIN_000817400	987	0.0	987	0.548
>GPLIN_000817500	2088	0.0	2088	0.491
>GPLIN_000817600	579	0.0	579	0.544
>GPLIN_000817700	645	0.0	645	0.524
>GPLIN_000817800	1686	0.0	1686	0.542
>GPLIN_000817900	465	0.0	465	0.566
>GPLIN_000818000	426	0.0	426	0.556
>GPLIN_000818100	1242	0.0	1242	0.534
>GPLIN_000818200	714	0.0	714	0.521
>GPLIN_000818300	360	0.0	360	0.475
>GPLIN_000818400	1332	0.0	1332	0.508
>GPLIN_000818500	489	0.0	489	0.45
>GPLIN_000818600	294	0.0	294	0.486
>GPLIN_001502500	144	0.0	144	0.597
>GPLIN_001502600	429	0.0	429	0.473
>GPLIN_001502700	1677	0.0	1677	0.565
>GPLIN_001502800	423	0.0	423	0.454
>GPLIN_000818700	252	0.0	252	0.44
>GPLIN_000818800	876	0.0	876	0.417
>GPLIN_000818900	732	0.0	732	0.355
>GPLIN_000819000	699	0.0	699	0.381
>GPLIN_000819100	861	0.0	861	0.625
>GPLIN_000819200	420	0.0	420	0.502
>GPLIN_000819300	1839	0.0	1839	0.482
>GPLIN_000819500	819	0.0	819	0.507
>GPLIN_000819600	1752	0.0	1752	0.487
>GPLIN_000819700	624	0.0	624	0.537
>GPLIN_000819800	1074	0.0	1074	0.493
>GPLIN_000819900	615	0.0	615	0.475
>GPLIN_000820000	1263	0.0	1263	0.498
>GPLIN_001502900	618	0.0	618	0.497
>GPLIN_001503000	1710	0.0	1710	0.558
>GPLIN_001503100	579	0.0	579	0.594
>GPLIN_001503200	690	0.0	690	0.567
>GPLIN_000820100	1329	0.0	1329	0.499
>GPLIN_000820200	7212	0.0	7212	0.503
>GPLIN_000820300	240	0.0	240	0.483
>GPLIN_000820400	3090	0.0	3090	0.57
>GPLIN_000820500	1257	0.0	1257	0.513
>GPLIN_000820600	1017	0.0	1017	0.554
>GPLIN_000820700	1758	0.0	1758	0.578
>GPLIN_000820800	282	0.0	282	0.535
>GPLIN_000820900	2841	0.0	2841	0.539
>GPLIN_000821000	633	0.0	633	0.409
>GPLIN_000821100	201	0.0	201	0.353
>GPLIN_000821200	447	0.0	447	0.584
>GPLIN_000821300	4212	0.0	4212	0.493
>GPLIN_000821400	1794	0.0	1794	0.52
>GPLIN_001503300	1707	0.0	1707	0.473
>GPLIN_001503400	348	0.0	348	0.529
>GPLIN_001503500	153	0.0	153	0.595
>GPLIN_001503600	588	0.0	588	0.439
>GPLIN_001503700	984	0.0	984	0.489
>GPLIN_000821500	1569	0.0	1569	0.532
>GPLIN_000821600	1350	0.0	1350	0.536
>GPLIN_000821700	1095	0.0	1095	0.539
>GPLIN_000821800	3759	0.0	3759	0.53
>GPLIN_000821900	237	0.0	237	0.57
>GPLIN_000822000	843	0.0	843	0.47
>GPLIN_000822100	978	0.0	978	0.54
>GPLIN_000822200	3786	0.0	3786	0.554
>GPLIN_000822300	813	0.0	813	0.555
>GPLIN_001503800	1422	0.0	1422	0.565
>GPLIN_001503900	324	0.0	324	0.534
>GPLIN_001504000	255	0.0	255	0.522
>GPLIN_000822400	417	0.0	417	0.523
>GPLIN_000822500	1023	0.0	1023	0.535
>GPLIN_000822600	1425	0.0	1425	0.483
>GPLIN_000822700	312	0.0	312	0.436
>GPLIN_000822800	603	0.0	603	0.496
>GPLIN_000822900	444	0.0	444	0.617
>GPLIN_001504100	795	0.0	795	0.566
>GPLIN_001504200	270	0.0	270	0.622
>GPLIN_001504300	1119	0.0	1119	0.555
>GPLIN_001504400	387	0.0	387	0.37
>GPLIN_001504500	465	0.0	465	0.419
>GPLIN_001504600	1104	0.0	1104	0.483
>GPLIN_000823000	219	0.0	219	0.575
>GPLIN_000823100	522	0.0	522	0.602
>GPLIN_000823200	999	0.0	999	0.47
>GPLIN_000823300	507	0.0	507	0.568
>GPLIN_000823400	540	0.0	540	0.55
>GPLIN_000823500	1332	0.0	1332	0.492
>GPLIN_000823600	492	0.0	492	0.445
>GPLIN_000823700	1314	0.0	1314	0.52
>GPLIN_000823800	879	0.0	879	0.481
>GPLIN_000823900	456	0.0	456	0.436
>GPLIN_000824000	510	0.0	510	0.475
>GPLIN_000824100	273	0.0	273	0.476
>GPLIN_001504700	552	0.0	552	0.442
>GPLIN_001504800	516	0.0	516	0.484
>GPLIN_001504900	702	0.0	702	0.556
>GPLIN_001505000	222	0.0	222	0.495
>GPLIN_001505100	543	0.0	543	0.51
>GPLIN_000162700	747	0.0	747	0.506
>GPLIN_000162800	3321	0.0	3321	0.502
>GPLIN_000162900	1845	0.0	1845	0.451
>GPLIN_000163000	1017	0.0	1017	0.477
>GPLIN_000163100	1455	0.0	1455	0.487
>GPLIN_000163200	4281	0.0	4281	0.523
>GPLIN_000163300	1293	0.0	1293	0.496
>GPLIN_000163400	900	0.0	900	0.473
>GPLIN_000163500	732	0.0	732	0.474
>GPLIN_000163600	645	0.0	645	0.484
>GPLIN_000163700	1515	0.0	1515	0.499
>GPLIN_000163800	210	0.0	210	0.41
>GPLIN_000163900	2610	0.0	2610	0.474
>GPLIN_000164000	1323	0.0	1323	0.593
>GPLIN_000164100	2241	0.0	2241	0.508
>GPLIN_000164200	3024	0.0	3024	0.537
>GPLIN_000164300	1092	0.0	1092	0.46
>GPLIN_000164400	570	0.0	570	0.619
>GPLIN_000164500	624	0.0	624	0.518
>GPLIN_000164600	3165	0.0	3165	0.483
>GPLIN_000164700	684	0.0	684	0.458
>GPLIN_000164800	1713	0.0	1713	0.497
>GPLIN_000164900	1719	0.0	1719	0.512
>GPLIN_000165000	1035	0.0	1035	0.494
>GPLIN_000165100	762	0.0	762	0.495
>GPLIN_000165200	714	0.0	714	0.618
>GPLIN_000165300	1284	0.0	1284	0.519
>GPLIN_000165400	1986	0.0	1986	0.508
>GPLIN_000165500	2460	0.0	2460	0.511
>GPLIN_000165600	2361	0.0	2361	0.446
>GPLIN_000165700	2295	0.0	2295	0.558
>GPLIN_000165800	1836	0.0	1836	0.472
>GPLIN_000165900	5388	0.0	5388	0.541
>GPLIN_000166000	2319	0.0	2319	0.49
>GPLIN_000166100	555	0.0	555	0.405
>GPLIN_000166200	1233	0.0	1233	0.521
>GPLIN_000166300	660	0.0	660	0.435
>GPLIN_000166400	861	0.0	861	0.47
>GPLIN_000166500	279	0.0	279	0.552
>GPLIN_000166600	1302	0.0	1302	0.541
>GPLIN_000166700	1461	0.0	1461	0.535
>GPLIN_000166800	1071	0.0	1071	0.453
>GPLIN_000166900	612	0.0	612	0.461
>GPLIN_000167000	1104	0.0	1104	0.41
>GPLIN_000167100	1185	0.0	1185	0.416
>GPLIN_000167200	1371	0.0	1371	0.461
>GPLIN_000167300	738	0.0	738	0.432
>GPLIN_000824200	2169	0.000461	2168	0.543
>GPLIN_000824300	288	0.0	288	0.493
>GPLIN_000824400	1668	0.0	1668	0.499
>GPLIN_000824500	213	0.0	213	0.732
>GPLIN_000824600	243	0.0	243	0.49
>GPLIN_000824700	543	0.0	543	0.44
>GPLIN_000824800	1512	0.0	1512	0.437
>GPLIN_000824900	1044	0.0	1044	0.466
>GPLIN_000825000	1128	0.0	1128	0.503
>GPLIN_000825100	1677	0.0	1677	0.468
>GPLIN_001505200	822	0.0	822	0.448
>GPLIN_001505300	774	0.0	774	0.46
>GPLIN_001505400	930	0.0	930	0.547
>GPLIN_000825200	1347	0.0	1347	0.48
>GPLIN_000825300	1647	0.0	1647	0.478
>GPLIN_000825400	675	0.0	675	0.557
>GPLIN_000825500	891	0.0	891	0.557
>GPLIN_000825600	1302	0.0	1302	0.548
>GPLIN_000825700	333	0.0	333	0.544
>GPLIN_000825800	588	0.0	588	0.505
>GPLIN_000825900	324	0.0	324	0.401
>GPLIN_000826000	339	0.0	339	0.448
>GPLIN_001505500	537	0.0	537	0.551
>GPLIN_001505600	1770	0.0	1770	0.459
>GPLIN_001505700	123	0.0	123	0.374
>GPLIN_001505800	723	0.0	723	0.506
>GPLIN_000826100	1308	0.0	1308	0.465
>GPLIN_000826200	2859	0.0	2859	0.494
>GPLIN_000826300	2613	0.0	2613	0.508
>GPLIN_000826400	1662	0.0	1662	0.519
>GPLIN_000826500	990	0.0	990	0.471
>GPLIN_000826600	2199	0.0	2199	0.55
>GPLIN_000826700	327	0.0	327	0.502
>GPLIN_000826800	2268	0.0	2268	0.569
>GPLIN_000826900	1092	0.0	1092	0.543
>GPLIN_000827000	1098	0.0	1098	0.536
>GPLIN_000827100	285	0.0	285	0.572
>GPLIN_000827200	924	0.0	924	0.544
>GPLIN_000827300	1146	0.0	1146	0.489
>GPLIN_000827400	660	0.0	660	0.489
>GPLIN_000827500	2358	0.0	2358	0.504
>GPLIN_000827600	387	0.0	387	0.525
>GPLIN_000827700	372	0.0	372	0.548
>GPLIN_000827800	1137	0.0	1137	0.539
>GPLIN_000827900	486	0.0	486	0.49
>GPLIN_000828000	2598	0.0	2598	0.566
>GPLIN_000828100	291	0.0	291	0.467
>GPLIN_000828200	693	0.0	693	0.528
>GPLIN_000828300	3522	0.0	3522	0.479
>GPLIN_000828400	1236	0.0	1236	0.529
>GPLIN_000828500	477	0.0	477	0.495
>GPLIN_000828600	471	0.0	471	0.514
>GPLIN_000828700	951	0.0	951	0.546
>GPLIN_001505900	1848	0.0	1848	0.619
>GPLIN_001506000	330	0.0	330	0.567
>GPLIN_001506100	771	0.0	771	0.427
>GPLIN_001506200	345	0.0	345	0.519
>GPLIN_000828800	444	0.0	444	0.367
>GPLIN_000828900	477	0.0	477	0.348
>GPLIN_000829000	228	0.0	228	0.478
>GPLIN_000829100	213	0.0	213	0.732
>GPLIN_000829300	1077	0.0	1077	0.435
>GPLIN_000829400	1029	0.0	1029	0.478
>GPLIN_000829500	1617	0.0	1617	0.488
>GPLIN_000829600	1551	0.0	1551	0.544
>GPLIN_000829700	717	0.0	717	0.492
>GPLIN_000829800	402	0.0	402	0.552
>GPLIN_000829900	882	0.0	882	0.643
>GPLIN_000830000	1203	0.0	1203	0.508
>GPLIN_000830100	978	0.0	978	0.653
>GPLIN_000830200	1083	0.000923	1082	0.506
>GPLIN_000830300	873	0.0	873	0.503
>GPLIN_000830400	3711	0.0	3711	0.474
>GPLIN_000830500	1713	0.0	1713	0.478
>GPLIN_000830600	5355	0.0	5355	0.544
>GPLIN_000830700	495	0.0	495	0.481
>GPLIN_000830800	663	0.0	663	0.588
>GPLIN_001506300	945	0.0	945	0.531
>GPLIN_001506400	267	0.0	267	0.449
>GPLIN_001506500	618	0.0	618	0.51
>GPLIN_001506600	1359	0.0	1359	0.546
>GPLIN_001506700	684	0.0	684	0.481
>GPLIN_000831000	1704	0.0	1704	0.495
>GPLIN_000831100	1035	0.0	1035	0.51
>GPLIN_000831200	4419	0.0	4419	0.476
>GPLIN_001506800	1539	0.0	1539	0.498
>GPLIN_001506900	1371	0.0	1371	0.524
>GPLIN_001507000	132	0.0	132	0.508
>GPLIN_000831300	348	0.0	348	0.566
>GPLIN_000831400	492	0.0	492	0.557
>GPLIN_000831500	942	0.0	942	0.55
>GPLIN_000831600	636	0.0	636	0.506
>GPLIN_000831700	585	0.0	585	0.597
>GPLIN_000831800	2079	0.000481	2078	0.574
>GPLIN_000831900	726	0.0	726	0.569
>GPLIN_000832000	429	0.0	429	0.552
>GPLIN_001507100	60	0.0	60	0.533
>GPLIN_001507200	144	0.0	144	0.604
>GPLIN_001507300	369	0.0	369	0.52
>GPLIN_001507400	423	0.0	423	0.586
>GPLIN_000832100	2205	0.0	2205	0.481
>GPLIN_000832200	267	0.0	267	0.419
>GPLIN_000832300	321	0.0	321	0.477
>GPLIN_000832400	387	0.0	387	0.475
>GPLIN_000832500	789	0.0	789	0.44
>GPLIN_000832600	978	0.0	978	0.433
>GPLIN_000832700	807	0.0	807	0.52
>GPLIN_000832800	354	0.0	354	0.534
>GPLIN_000832900	756	0.0	756	0.528
>GPLIN_000833000	756	0.0	756	0.525
>GPLIN_000833100	2430	0.0	2430	0.468
>GPLIN_000833200	663	0.0	663	0.502
>GPLIN_000833300	849	0.0	849	0.436
>GPLIN_000833400	915	0.0	915	0.522
>GPLIN_000833500	330	0.0	330	0.588
>GPLIN_000833600	1317	0.0	1317	0.498
>GPLIN_001507500	564	0.0	564	0.613
>GPLIN_001507600	654	0.0	654	0.59
>GPLIN_001507700	798	0.0	798	0.538
>GPLIN_001507800	657	0.0	657	0.548
>GPLIN_001507900	222	0.0	222	0.631
>GPLIN_000833700	822	0.0	822	0.494
>GPLIN_000833800	270	0.0	270	0.5
>GPLIN_000833900	411	0.0	411	0.538
>GPLIN_000834000	486	0.0	486	0.516
>GPLIN_000834100	1248	0.0	1248	0.558
>GPLIN_000834200	975	0.0	975	0.6
>GPLIN_000834300	351	0.0	351	0.533
>GPLIN_000834400	351	0.0	351	0.533
>GPLIN_000834500	579	0.0	579	0.646
>GPLIN_000834600	435	0.0	435	0.515
>GPLIN_000834700	1269	0.0	1269	0.511
>GPLIN_000834800	720	0.0	720	0.406
>GPLIN_000834900	696	0.0	696	0.467
>GPLIN_000835000	306	0.00327	305	0.531
>GPLIN_000835100	744	0.0	744	0.513
>GPLIN_001508000	333	0.0	333	0.387
>GPLIN_001508100	45	0.0	45	0.489
>GPLIN_001508200	621	0.0	621	0.522
>GPLIN_001508300	585	0.0	585	0.504
>GPLIN_000835200	282	0.0	282	0.617
>GPLIN_000835300	462	0.0	462	0.494
>GPLIN_000835400	225	0.0	225	0.516
