# header 	Uncorrected len	N (%)	len	GC (%)
>pathogens_Gpal_scaffold_6288	1201	0.0	1201	0.311
>pathogens_Gpal_scaffold_6017	1236	0.0	1236	0.303
>pathogens_Gpal_scaffold_8442	1027	0.0	1027	0.4
>pathogens_Gpal_scaffold_4526	1537	0.0	1537	0.347
>pathogens_Gpal_scaffold_2601	3707	0.0	3707	0.348
>pathogens_Gpal_scaffold_4046	1738	0.0	1738	0.234
>pathogens_Gpal_scaffold_8501	1023	0.0	1023	0.345
>pathogens_Gpal_scaffold_2489	4023	0.000249	4022	0.485
>pathogens_Gpal_scaffold_6305	1198	0.0	1198	0.238
>pathogens_Gpal_scaffold_1227	19051	0.346	12465	0.416
>pathogens_Gpal_scaffold_3134	2597	0.0	2597	0.369
>pathogens_Gpal_scaffold_1893	7931	0.482	4111	0.459
>pathogens_Gpal_scaffold_5576	1295	0.0	1295	0.434
>pathogens_Gpal_scaffold_190	160633	0.109	143193	0.338
>pathogens_Gpal_scaffold_1791	8544	0.626	3192	0.38
>pathogens_Gpal_scaffold_673	51304	0.374	32106	0.445
>pathogens_Gpal_scaffold_5606	1288	0.0	1288	0.457
>pathogens_Gpal_scaffold_8570	1019	0.00589	1013	0.529
>pathogens_Gpal_scaffold_2665	3546	0.0	3546	0.422
>pathogens_Gpal_scaffold_6603	1168	0.0	1168	0.348
>pathogens_Gpal_scaffold_8853	1002	0.0379	964	0.449
>pathogens_Gpal_scaffold_1445	13691	0.241	10394	0.364
>pathogens_Gpal_scaffold_7088	1123	0.0	1123	0.272
>pathogens_Gpal_scaffold_2145	5696	0.0	5696	0.402
>pathogens_Gpal_scaffold_2630	3628	0.0	3628	0.243
>pathogens_Gpal_scaffold_8946	916	0.0	916	0.408
>pathogens_Gpal_scaffold_3740	1947	0.0	1947	0.444
>pathogens_Gpal_scaffold_5623	1288	0.0	1288	0.388
>pathogens_Gpal_scaffold_7127	1119	0.0	1119	0.422
>pathogens_Gpal_scaffold_5195	1363	0.0	1363	0.366
>pathogens_Gpal_scaffold_539	69221	0.00523	68859	0.403
>pathogens_Gpal_scaffold_2212	5210	0.0649	4872	0.292
>pathogens_Gpal_scaffold_2650	3593	0.0	3593	0.376
>pathogens_Gpal_scaffold_526	70650	0.203	56273	0.389
>pathogens_Gpal_scaffold_799	41101	0.329	27587	0.405
>pathogens_Gpal_scaffold_6156	1209	0.0	1209	0.315
>pathogens_Gpal_scaffold_2170	5462	0.0	5462	0.401
>pathogens_Gpal_scaffold_9107	616	0.0	616	0.37
>pathogens_Gpal_scaffold_4915	1426	0.0	1426	0.384
>pathogens_Gpal_scaffold_773	43082	4.64e-05	43080	0.395
>pathogens_Gpal_scaffold_3138	2601	0.0	2601	0.383
>pathogens_Gpal_scaffold_2873	3102	0.000645	3100	0.304
>pathogens_Gpal_scaffold_4734	1474	0.0	1474	0.26
>pathogens_Gpal_scaffold_4344	1595	0.0	1595	0.395
>pathogens_Gpal_scaffold_8306	1033	0.0	1033	0.237
>pathogens_Gpal_scaffold_3107	2656	0.000377	2655	0.474
>pathogens_Gpal_scaffold_5715	1275	0.0	1275	0.299
>pathogens_Gpal_scaffold_5944	1250	0.0	1250	0.407
>pathogens_Gpal_scaffold_1658	9851	0.608	3861	0.406
>pathogens_Gpal_scaffold_8805	1005	0.0	1005	0.543
>pathogens_Gpal_scaffold_147	186427	0.146	159216	0.383
>pathogens_Gpal_scaffold_2922	3008	0.0	3008	0.293
>pathogens_Gpal_scaffold_2256	4971	0.0	4971	0.24
>pathogens_Gpal_scaffold_8872	1001	0.0	1001	0.393
>pathogens_Gpal_scaffold_1140	22366	0.31	15435	0.42
>pathogens_Gpal_scaffold_2678	3538	0.382	2185	0.515
>pathogens_Gpal_scaffold_8955	905	0.0	905	0.288
>pathogens_Gpal_scaffold_8894	1000	0.0	1000	0.431
>pathogens_Gpal_scaffold_180	166098	0.28	119513	0.337
>pathogens_Gpal_scaffold_2477	4056	0.0	4056	0.31
>pathogens_Gpal_scaffold_7696	1076	0.0	1076	0.389
>pathogens_Gpal_scaffold_383	98451	0.0767	90899	0.329
>pathogens_Gpal_scaffold_2266	4928	0.0438	4712	0.393
>pathogens_Gpal_scaffold_6734	1158	0.0	1158	0.366
>pathogens_Gpal_scaffold_8860	1002	0.0	1002	0.403
>pathogens_Gpal_scaffold_1598	10659	0.156	8992	0.279
>pathogens_Gpal_scaffold_733	45607	0.404	27204	0.252
>pathogens_Gpal_scaffold_74	241195	0.0569	227468	0.403
>pathogens_Gpal_scaffold_1433	14119	0.583	5893	0.486
>pathogens_Gpal_scaffold_3027	2799	0.0	2799	0.381
>pathogens_Gpal_scaffold_35	316443	0.0575	298261	0.388
>pathogens_Gpal_scaffold_7578	1084	0.0	1084	0.365
>pathogens_Gpal_scaffold_9096	634	0.00158	633	0.42
>pathogens_Gpal_scaffold_1025	27015	0.22	21085	0.453
>pathogens_Gpal_scaffold_3822	1875	0.000533	1874	0.277
>pathogens_Gpal_scaffold_2177	5412	0.214	4254	0.543
>pathogens_Gpal_scaffold_1358	16040	0.0435	15343	0.484
>pathogens_Gpal_scaffold_802	40879	0.383	25232	0.259
>pathogens_Gpal_scaffold_4174	1671	0.0	1671	0.285
>pathogens_Gpal_scaffold_8911	989	0.0	989	0.246
>pathogens_Gpal_scaffold_3951	1782	0.0	1782	0.331
>pathogens_Gpal_scaffold_926	32541	0.561	14289	0.249
>pathogens_Gpal_scaffold_5091	1391	0.0	1391	0.48
>pathogens_Gpal_scaffold_9163	539	0.0	539	0.451
>pathogens_Gpal_scaffold_3988	1764	0.0	1764	0.354
>pathogens_Gpal_scaffold_8220	1038	0.00674	1031	0.425
>pathogens_Gpal_scaffold_8108	1045	0.0	1045	0.269
>pathogens_Gpal_scaffold_5769	1270	0.0	1270	0.329
>pathogens_Gpal_scaffold_2002	7040	0.0	7040	0.377
>pathogens_Gpal_scaffold_45	289988	0.181	237564	0.38
>pathogens_Gpal_scaffold_151	183513	0.11	163334	0.373
>pathogens_Gpal_scaffold_4014	1752	0.0	1752	0.561
>pathogens_Gpal_scaffold_5976	1244	0.0	1244	0.383
>pathogens_Gpal_scaffold_4972	1413	0.0	1413	0.392
>pathogens_Gpal_scaffold_6954	1134	0.0	1134	0.347
>pathogens_Gpal_scaffold_1753	8858	0.577	3748	0.298
>pathogens_Gpal_scaffold_884	35253	0.855	5101	0.383
>pathogens_Gpal_scaffold_9031	747	0.0	747	0.384
>pathogens_Gpal_scaffold_5864	1255	0.0	1255	0.436
>pathogens_Gpal_scaffold_658	52754	0.293	37313	0.39
>pathogens_Gpal_scaffold_864	36223	0.414	21219	0.255
>pathogens_Gpal_scaffold_7230	1110	0.0	1110	0.45
>pathogens_Gpal_scaffold_6549	1175	0.0	1175	0.354
>pathogens_Gpal_scaffold_8157	1043	0.0125	1030	0.33
>pathogens_Gpal_scaffold_861	36270	0.0968	32760	0.381
>pathogens_Gpal_scaffold_841	37874	0.344	24828	0.311
>pathogens_Gpal_scaffold_342	109673	0.18	89956	0.306
>pathogens_Gpal_scaffold_8585	1018	0.0	1018	0.312
>pathogens_Gpal_scaffold_6229	1206	0.0	1206	0.38
>pathogens_Gpal_scaffold_649	53785	0.0939	48737	0.338
>pathogens_Gpal_scaffold_4780	1460	0.0	1460	0.227
>pathogens_Gpal_scaffold_8385	1030	0.0	1030	0.32
>pathogens_Gpal_scaffold_7823	1066	0.0	1066	0.456
>pathogens_Gpal_scaffold_7165	1116	0.0	1116	0.461
>pathogens_Gpal_scaffold_2320	4668	0.0	4668	0.367
>pathogens_Gpal_scaffold_8458	1026	0.0146	1011	0.538
>pathogens_Gpal_scaffold_2886	3082	0.0	3082	0.317
>pathogens_Gpal_scaffold_3994	1752	0.0	1752	0.304
>pathogens_Gpal_scaffold_101	219093	0.203	174665	0.407
>pathogens_Gpal_scaffold_324	114967	0.158	96777	0.388
>pathogens_Gpal_scaffold_442	85542	0.259	63420	0.369
>pathogens_Gpal_scaffold_1529	11712	0.0627	10978	0.249
>pathogens_Gpal_scaffold_7512	1088	0.0	1088	0.298
>pathogens_Gpal_scaffold_1182	20614	0.412	12130	0.25
>pathogens_Gpal_scaffold_5836	1259	0.0	1259	0.303
>pathogens_Gpal_scaffold_1278	18067	0.883	2116	0.378
>pathogens_Gpal_scaffold_8923	973	0.0	973	0.456
>pathogens_Gpal_scaffold_767	43338	0.273	31504	0.27
>pathogens_Gpal_scaffold_4286	1624	0.0	1624	0.386
>pathogens_Gpal_scaffold_825	39119	0.433	22186	0.284
>pathogens_Gpal_scaffold_3715	1949	0.0	1949	0.505
>pathogens_Gpal_scaffold_2313	4706	0.0	4706	0.567
>pathogens_Gpal_scaffold_5015	1396	0.0	1396	0.395
>pathogens_Gpal_scaffold_1847	8183	0.000244	8181	0.4
>pathogens_Gpal_scaffold_1940	7613	0.668	2524	0.261
>pathogens_Gpal_scaffold_3701	1964	0.0	1964	0.252
>pathogens_Gpal_scaffold_8343	1032	0.0	1032	0.49
>pathogens_Gpal_scaffold_3407	2243	0.00713	2227	0.451
>pathogens_Gpal_scaffold_3367	2296	0.0	2296	0.537
>pathogens_Gpal_scaffold_8138	1044	0.0	1044	0.261
>pathogens_Gpal_scaffold_7765	1070	0.0	1070	0.379
>pathogens_Gpal_scaffold_18	379810	0.137	327873	0.363
>pathogens_Gpal_scaffold_4535	1536	0.0	1536	0.21
>pathogens_Gpal_scaffold_4362	1590	0.0	1590	0.433
>pathogens_Gpal_scaffold_2306	4744	0.0	4744	0.356
>pathogens_Gpal_scaffold_2840	3188	0.0	3188	0.255
>pathogens_Gpal_scaffold_9044	720	0.0	720	0.433
>pathogens_Gpal_scaffold_6912	1137	0.00088	1136	0.343
>pathogens_Gpal_scaffold_7327	1103	0.0	1103	0.299
>pathogens_Gpal_scaffold_8666	1014	0.0217	992	0.319
>pathogens_Gpal_scaffold_5262	1348	0.0	1348	0.34
>pathogens_Gpal_scaffold_4642	1504	0.0	1504	0.385
>pathogens_Gpal_scaffold_2963	2917	0.000343	2916	0.52
>pathogens_Gpal_scaffold_6451	1183	0.0	1183	0.43
>pathogens_Gpal_scaffold_1253	18506	0.884	2138	0.355
>pathogens_Gpal_scaffold_8839	1003	0.0	1003	0.383
>pathogens_Gpal_scaffold_4234	1645	0.0	1645	0.234
>pathogens_Gpal_scaffold_9057	708	0.0	708	0.431
>pathogens_Gpal_scaffold_4421	1570	0.0	1570	0.319
>pathogens_Gpal_scaffold_6986	1116	0.0	1116	0.388
>pathogens_Gpal_scaffold_1915	7781	0.568	3358	0.378
>pathogens_Gpal_scaffold_5918	1248	0.0	1248	0.382
>pathogens_Gpal_scaffold_2718	3466	0.0	3466	0.345
>pathogens_Gpal_scaffold_3670	1988	0.0	1988	0.438
>pathogens_Gpal_scaffold_6048	1231	0.000812	1230	0.228
>pathogens_Gpal_scaffold_1901	7877	0.694	2412	0.342
>pathogens_Gpal_scaffold_2966	2919	0.0	2919	0.266
>pathogens_Gpal_scaffold_3604	2054	0.0	2054	0.371
>pathogens_Gpal_scaffold_2361	4480	0.0	4480	0.333
>pathogens_Gpal_scaffold_848	37620	0.537	17409	0.373
>pathogens_Gpal_scaffold_2931	2989	0.0	2989	0.268
>pathogens_Gpal_scaffold_8889	1000	0.006	994	0.499
>pathogens_Gpal_scaffold_1506	12183	0.0	12183	0.251
>pathogens_Gpal_scaffold_5676	1280	0.0	1280	0.416
>pathogens_Gpal_scaffold_4937	1425	0.0	1425	0.286
>pathogens_Gpal_scaffold_1543	11469	0.507	5649	0.415
>pathogens_Gpal_scaffold_8834	1003	0.00199	1001	0.337
>pathogens_Gpal_scaffold_79	236242	0.111	210128	0.373
>pathogens_Gpal_scaffold_2449	4141	0.000241	4140	0.241
>pathogens_Gpal_scaffold_2813	3244	0.358	2082	0.268
>pathogens_Gpal_scaffold_306	119783	0.0433	114594	0.333
>pathogens_Gpal_scaffold_2200	5264	0.0	5264	0.482
>pathogens_Gpal_scaffold_6491	1181	0.0	1181	0.243
>pathogens_Gpal_scaffold_5804	1264	0.0	1264	0.244
>pathogens_Gpal_scaffold_7391	1096	0.0	1096	0.285
>pathogens_Gpal_scaffold_7421	1095	0.0	1095	0.33
>pathogens_Gpal_scaffold_6901	1138	0.0193	1116	0.378
>pathogens_Gpal_scaffold_1933	7646	0.561	3360	0.264
>pathogens_Gpal_scaffold_1163	21424	0.196	17225	0.442
>pathogens_Gpal_scaffold_1211	19442	0.492	9881	0.255
>pathogens_Gpal_scaffold_4880	1435	0.0	1435	0.231
>pathogens_Gpal_scaffold_2540	3889	0.000257	3888	0.445
>pathogens_Gpal_scaffold_8987	841	0.00119	840	0.344
>pathogens_Gpal_scaffold_6891	1142	0.0	1142	0.332
>pathogens_Gpal_scaffold_4445	1554	0.0	1554	0.286
>pathogens_Gpal_scaffold_5755	1271	0.0	1271	0.41
>pathogens_Gpal_scaffold_4573	1523	0.0	1523	0.364
>pathogens_Gpal_scaffold_2942	2972	0.0	2972	0.449
>pathogens_Gpal_scaffold_6393	1190	0.0	1190	0.407
>pathogens_Gpal_scaffold_6130	1221	0.0	1221	0.408
>pathogens_Gpal_scaffold_5077	1390	0.0	1390	0.33
>pathogens_Gpal_scaffold_1857	8121	0.0326	7856	0.26
>pathogens_Gpal_scaffold_5186	1366	0.0022	1363	0.416
>pathogens_Gpal_scaffold_2867	3123	0.0301	3029	0.381
>pathogens_Gpal_scaffold_3745	1924	0.0	1924	0.404
>pathogens_Gpal_scaffold_8242	1038	0.0	1038	0.37
>pathogens_Gpal_scaffold_551	67781	0.432	38491	0.355
>pathogens_Gpal_scaffold_675	51096	0.244	38616	0.365
>pathogens_Gpal_scaffold_4617	1513	0.00595	1504	0.359
>pathogens_Gpal_scaffold_8006	1053	0.00665	1046	0.431
>pathogens_Gpal_scaffold_3080	2708	0.0	2708	0.372
>pathogens_Gpal_scaffold_1149	22065	0.47	11685	0.259
>pathogens_Gpal_scaffold_1668	9714	0.252	7265	0.447
>pathogens_Gpal_scaffold_6798	1143	0.0	1143	0.231
>pathogens_Gpal_scaffold_6483	1183	0.0	1183	0.258
>pathogens_Gpal_scaffold_4910	1429	0.0063	1420	0.454
>pathogens_Gpal_scaffold_4451	1554	0.0	1554	0.353
>pathogens_Gpal_scaffold_1988	7164	0.186	5832	0.432
>pathogens_Gpal_scaffold_1795	8519	0.568	3679	0.354
>pathogens_Gpal_scaffold_558	67019	0.261	49528	0.341
>pathogens_Gpal_scaffold_7083	1123	0.0	1123	0.409
>pathogens_Gpal_scaffold_3957	1780	0.0	1780	0.392
>pathogens_Gpal_scaffold_1608	10494	0.382	6485	0.433
>pathogens_Gpal_scaffold_9018	776	0.0	776	0.371
>pathogens_Gpal_scaffold_6589	1171	0.0	1171	0.39
>pathogens_Gpal_scaffold_3217	2483	0.0	2483	0.402
>pathogens_Gpal_scaffold_1843	8233	0.323	5572	0.352
>pathogens_Gpal_scaffold_1176	20838	0.0	20838	0.366
>pathogens_Gpal_scaffold_8967	878	0.0	878	0.271
>pathogens_Gpal_scaffold_3612	2032	0.0	2032	0.41
>pathogens_Gpal_scaffold_3228	2469	0.0	2469	0.43
>pathogens_Gpal_scaffold_894	34348	0.851	5133	0.406
>pathogens_Gpal_scaffold_763	43551	0.0765	40220	0.433
>pathogens_Gpal_scaffold_6599	1170	0.0	1170	0.438
>pathogens_Gpal_scaffold_1351	16196	0.0	16196	0.353
>pathogens_Gpal_scaffold_485	77014	0.0323	74526	0.364
>pathogens_Gpal_scaffold_5981	1229	0.0	1229	0.379
>pathogens_Gpal_scaffold_2973	2902	0.0	2902	0.365
>pathogens_Gpal_scaffold_5902	1250	0.0	1250	0.322
>pathogens_Gpal_scaffold_4024	1748	0.0	1748	0.295
>pathogens_Gpal_scaffold_8707	1011	0.00297	1008	0.387
>pathogens_Gpal_scaffold_8490	1024	0.0	1024	0.364
>pathogens_Gpal_scaffold_3331	2335	0.0	2335	0.444
>pathogens_Gpal_scaffold_4891	1462	0.0	1462	0.42
>pathogens_Gpal_scaffold_6534	1178	0.0	1178	0.351
>pathogens_Gpal_scaffold_65	260386	0.149	221708	0.362
>pathogens_Gpal_scaffold_5087	1390	0.0	1390	0.441
>pathogens_Gpal_scaffold_5689	1278	0.0	1278	0.297
>pathogens_Gpal_scaffold_3947	1783	0.0	1783	0.369
>pathogens_Gpal_scaffold_3756	1915	0.0	1915	0.258
>pathogens_Gpal_scaffold_2265	4914	0.000204	4913	0.39
>pathogens_Gpal_scaffold_3496	2154	0.0	2154	0.415
>pathogens_Gpal_scaffold_7815	1066	0.0	1066	0.342
>pathogens_Gpal_scaffold_7209	1111	0.0	1111	0.346
>pathogens_Gpal_scaffold_8679	1013	0.0	1013	0.429
>pathogens_Gpal_scaffold_5386	1332	0.0	1332	0.372
>pathogens_Gpal_scaffold_4417	1571	0.0	1571	0.384
>pathogens_Gpal_scaffold_4260	1633	0.0	1633	0.297
>pathogens_Gpal_scaffold_2536	3901	0.0	3901	0.245
>pathogens_Gpal_scaffold_7381	1099	0.0	1099	0.343
>pathogens_Gpal_scaffold_6500	1177	0.0	1177	0.221
>pathogens_Gpal_scaffold_476	78735	0.108	70252	0.327
>pathogens_Gpal_scaffold_612	58714	0.455	31996	0.244
>pathogens_Gpal_scaffold_1686	9496	0.000211	9494	0.428
>pathogens_Gpal_scaffold_3919	1811	0.0	1811	0.356
>pathogens_Gpal_scaffold_7361	1100	0.0145	1084	0.312
>pathogens_Gpal_scaffold_160	174292	0.227	134722	0.35
>pathogens_Gpal_scaffold_6854	1142	0.021	1118	0.519
>pathogens_Gpal_scaffold_7822	1066	0.0141	1051	0.453
>pathogens_Gpal_scaffold_6153	1217	0.0	1217	0.249
>pathogens_Gpal_scaffold_3504	2147	0.0	2147	0.369
>pathogens_Gpal_scaffold_4958	1417	0.000706	1416	0.312
>pathogens_Gpal_scaffold_5047	1396	0.00143	1394	0.496
>pathogens_Gpal_scaffold_4690	1485	0.0	1485	0.328
>pathogens_Gpal_scaffold_3433	2215	0.0	2215	0.437
>pathogens_Gpal_scaffold_125	201839	0.0324	195299	0.408
>pathogens_Gpal_scaffold_5494	1308	0.0191	1283	0.339
>pathogens_Gpal_scaffold_4465	1554	0.0	1554	0.427
>pathogens_Gpal_scaffold_1742	8928	0.000112	8927	0.328
>pathogens_Gpal_scaffold_5081	1386	0.0188	1360	0.438
>pathogens_Gpal_scaffold_4410	1574	0.0	1574	0.555
>pathogens_Gpal_scaffold_2543	3877	0.0	3877	0.342
>pathogens_Gpal_scaffold_831	38424	0.0657	35900	0.395
>pathogens_Gpal_scaffold_5370	1330	0.0	1330	0.25
>pathogens_Gpal_scaffold_5631	1287	0.0	1287	0.413
>pathogens_Gpal_scaffold_7101	1124	0.0	1124	0.399
>pathogens_Gpal_scaffold_4795	1448	0.0	1448	0.401
>pathogens_Gpal_scaffold_3115	2627	0.0	2627	0.252
>pathogens_Gpal_scaffold_4385	1581	0.0	1581	0.372
>pathogens_Gpal_scaffold_3824	1872	0.0	1872	0.406
>pathogens_Gpal_scaffold_6449	1187	0.0	1187	0.323
>pathogens_Gpal_scaffold_3697	1970	0.0	1970	0.357
>pathogens_Gpal_scaffold_3578	2076	0.0	2076	0.249
>pathogens_Gpal_scaffold_6985	1130	0.00796	1121	0.399
>pathogens_Gpal_scaffold_1726	9050	0.466	4837	0.452
>pathogens_Gpal_scaffold_9007	803	0.0	803	0.396
>pathogens_Gpal_scaffold_6729	1155	0.0	1155	0.445
>pathogens_Gpal_scaffold_8064	1049	0.0124	1036	0.436
>pathogens_Gpal_scaffold_621	58063	0.197	46632	0.37
>pathogens_Gpal_scaffold_7547	1085	0.00829	1076	0.493
>pathogens_Gpal_scaffold_7775	1069	0.0	1069	0.491
>pathogens_Gpal_scaffold_5242	1347	0.0	1347	0.338
>pathogens_Gpal_scaffold_6683	1159	0.0	1159	0.398
>pathogens_Gpal_scaffold_2991	2874	0.0	2874	0.327
>pathogens_Gpal_scaffold_1561	11114	0.253	8299	0.406
>pathogens_Gpal_scaffold_6374	1191	0.00084	1190	0.232
>pathogens_Gpal_scaffold_5197	1363	0.0	1363	0.425
>pathogens_Gpal_scaffold_5027	1401	0.00642	1392	0.399
>pathogens_Gpal_scaffold_878	35514	0.413	20860	0.371
>pathogens_Gpal_scaffold_2647	3602	0.283	2581	0.251
>pathogens_Gpal_scaffold_9112	609	0.0	609	0.323
>pathogens_Gpal_scaffold_497	75395	0.29	53531	0.25
>pathogens_Gpal_scaffold_3410	2241	0.0	2241	0.261
>pathogens_Gpal_scaffold_2376	4422	0.0	4422	0.4
>pathogens_Gpal_scaffold_4314	1616	0.0	1616	0.337
>pathogens_Gpal_scaffold_1131	22562	0.572	9666	0.368
>pathogens_Gpal_scaffold_5720	1274	0.0	1274	0.418
>pathogens_Gpal_scaffold_6895	1127	0.0	1127	0.388
>pathogens_Gpal_scaffold_8282	1035	0.0	1035	0.501
>pathogens_Gpal_scaffold_315	117975	0.283	84542	0.35
>pathogens_Gpal_scaffold_5248	1353	0.0	1353	0.304
>pathogens_Gpal_scaffold_8521	1022	0.0	1022	0.315
>pathogens_Gpal_scaffold_6584	1171	0.0333	1132	0.428
>pathogens_Gpal_scaffold_4752	1467	0.0	1467	0.288
>pathogens_Gpal_scaffold_1343	16311	0.0318	15792	0.394
>pathogens_Gpal_scaffold_8901	1000	0.0	1000	0.277
>pathogens_Gpal_scaffold_3286	2390	0.000418	2389	0.377
>pathogens_Gpal_scaffold_945	31514	0.39	19237	0.38
>pathogens_Gpal_scaffold_2774	3339	0.0	3339	0.259
>pathogens_Gpal_scaffold_610	58917	0.276	42675	0.288
>pathogens_Gpal_scaffold_4815	1453	0.0	1453	0.363
>pathogens_Gpal_scaffold_546	68499	0.0577	64548	0.411
>pathogens_Gpal_scaffold_5821	1262	0.0182	1239	0.355
>pathogens_Gpal_scaffold_957	31062	0.029	30162	0.47
>pathogens_Gpal_scaffold_7265	1107	0.0	1107	0.432
>pathogens_Gpal_scaffold_8368	1031	0.0	1031	0.282
>pathogens_Gpal_scaffold_4056	1733	0.0	1733	0.305
>pathogens_Gpal_scaffold_3849	1849	0.0	1849	0.393
>pathogens_Gpal_scaffold_2614	3666	0.265	2696	0.294
>pathogens_Gpal_scaffold_6323	1196	0.0	1196	0.285
>pathogens_Gpal_scaffold_682	50412	0.151	42805	0.293
>pathogens_Gpal_scaffold_5277	1347	0.0	1347	0.34
>pathogens_Gpal_scaffold_198	159211	0.33	106634	0.324
>pathogens_Gpal_scaffold_1088	24166	0.239	18382	0.265
>pathogens_Gpal_scaffold_8752	1008	0.00397	1004	0.308
>pathogens_Gpal_scaffold_711	47833	0.268	35030	0.345
>pathogens_Gpal_scaffold_8168	1042	0.00096	1041	0.26
>pathogens_Gpal_scaffold_415	92655	0.0678	86369	0.326
>pathogens_Gpal_scaffold_276	125657	0.0419	120396	0.36
>pathogens_Gpal_scaffold_6653	1163	0.0	1163	0.292
>pathogens_Gpal_scaffold_2741	3425	0.0	3425	0.395
>pathogens_Gpal_scaffold_5426	1320	0.0	1320	0.248
>pathogens_Gpal_scaffold_3842	1859	0.0	1859	0.362
>pathogens_Gpal_scaffold_503	74767	0.0646	69937	0.44
>pathogens_Gpal_scaffold_2744	3422	0.119	3015	0.393
>pathogens_Gpal_scaffold_1586	10726	0.298	7527	0.412
>pathogens_Gpal_scaffold_6166	1204	0.0	1204	0.424
>pathogens_Gpal_scaffold_1119	23053	0.703	6849	0.355
>pathogens_Gpal_scaffold_5455	1315	0.0	1315	0.248
>pathogens_Gpal_scaffold_7961	1057	0.0	1057	0.266
>pathogens_Gpal_scaffold_742	44761	0.0826	41064	0.406
>pathogens_Gpal_scaffold_7911	1067	0.0	1067	0.403
>pathogens_Gpal_scaffold_7062	1115	0.0	1115	0.357
>pathogens_Gpal_scaffold_1677	9622	0.629	3565	0.353
>pathogens_Gpal_scaffold_1039	26368	0.00106	26340	0.329
>pathogens_Gpal_scaffold_8746	1009	0.0	1009	0.323
>pathogens_Gpal_scaffold_5274	1347	0.0	1347	0.422
>pathogens_Gpal_scaffold_8844	1003	0.0	1003	0.225
>pathogens_Gpal_scaffold_1947	7562	0.0592	7114	0.275
>pathogens_Gpal_scaffold_7625	1082	0.0	1082	0.333
>pathogens_Gpal_scaffold_5593	1292	0.00774	1282	0.3
>pathogens_Gpal_scaffold_3091	2683	0.0041	2672	0.377
>pathogens_Gpal_scaffold_1138	22394	0.145	19156	0.371
>pathogens_Gpal_scaffold_1007	27832	0.575	11841	0.268
>pathogens_Gpal_scaffold_6851	1143	0.0	1143	0.321
>pathogens_Gpal_scaffold_181	165963	0.225	128542	0.344
>pathogens_Gpal_scaffold_5656	1283	0.000779	1282	0.252
>pathogens_Gpal_scaffold_7683	1077	0.00557	1071	0.369
>pathogens_Gpal_scaffold_5491	1309	0.0	1309	0.217
>pathogens_Gpal_scaffold_892	34365	0.276	24868	0.369
>pathogens_Gpal_scaffold_8980	851	0.0	851	0.377
>pathogens_Gpal_scaffold_2359	4501	0.291	3192	0.347
>pathogens_Gpal_scaffold_2709	3469	0.0	3469	0.268
>pathogens_Gpal_scaffold_9191	507	0.0	507	0.422
>pathogens_Gpal_scaffold_7628	1078	0.0	1078	0.373
>pathogens_Gpal_scaffold_1487	12670	0.0	12670	0.45
>pathogens_Gpal_scaffold_2532	3906	0.0	3906	0.356
>pathogens_Gpal_scaffold_3558	2092	0.0	2092	0.221
>pathogens_Gpal_scaffold_1919	7724	0.596	3120	0.404
>pathogens_Gpal_scaffold_8863	1002	0.0	1002	0.527
>pathogens_Gpal_scaffold_1706	9310	0.255	6939	0.317
>pathogens_Gpal_scaffold_5279	1346	0.0	1346	0.251
>pathogens_Gpal_scaffold_2643	3605	0.000277	3604	0.406
>pathogens_Gpal_scaffold_8871	1001	0.0	1001	0.401
>pathogens_Gpal_scaffold_345	109228	0.0928	99094	0.402
>pathogens_Gpal_scaffold_1294	17728	0.834	2939	0.346
>pathogens_Gpal_scaffold_4718	1481	0.0115	1464	0.374
>pathogens_Gpal_scaffold_100	220120	0.133	190749	0.376
>pathogens_Gpal_scaffold_2180	5394	0.0	5394	0.462
>pathogens_Gpal_scaffold_3944	1777	0.0	1777	0.396
>pathogens_Gpal_scaffold_8004	1054	0.0	1054	0.474
>pathogens_Gpal_scaffold_5872	1255	0.0	1255	0.269
>pathogens_Gpal_scaffold_215	148474	0.21	117352	0.412
>pathogens_Gpal_scaffold_9154	556	0.0054	553	0.463
>pathogens_Gpal_scaffold_606	59409	0.049	56497	0.261
>pathogens_Gpal_scaffold_5862	1254	0.0	1254	0.409
>pathogens_Gpal_scaffold_1098	23701	0.00203	23653	0.255
>pathogens_Gpal_scaffold_6907	1137	0.00088	1136	0.447
>pathogens_Gpal_scaffold_995	28389	0.12	24974	0.38
>pathogens_Gpal_scaffold_958	30897	0.219	24144	0.255
>pathogens_Gpal_scaffold_8625	1016	0.0	1016	0.521
>pathogens_Gpal_scaffold_1000	28071	0.0	28071	0.456
>pathogens_Gpal_scaffold_4124	1699	0.0	1699	0.502
>pathogens_Gpal_scaffold_5222	1357	0.0	1357	0.359
>pathogens_Gpal_scaffold_5029	1402	0.0	1402	0.257
>pathogens_Gpal_scaffold_2233	5079	0.0	5079	0.353
>pathogens_Gpal_scaffold_2938	2978	0.0	2978	0.25
>pathogens_Gpal_scaffold_7098	1122	0.0	1122	0.33
>pathogens_Gpal_scaffold_6177	1214	0.0	1214	0.394
>pathogens_Gpal_scaffold_57	273826	0.504	135685	0.305
>pathogens_Gpal_scaffold_1794	8529	0.0	8529	0.254
>pathogens_Gpal_scaffold_2372	4442	0.00045	4440	0.418
>pathogens_Gpal_scaffold_3584	2072	0.0	2072	0.231
>pathogens_Gpal_scaffold_4002	1758	0.0	1758	0.332
